"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","Additions","AdditionsQF","Removals","RemovalsQF","Attended","AttendedQF","ReferredBackToGP","ReferredBackToGPQF","Transferred","TransferredQF","TreatmentNoLongerRequired","TreatmentNoLongerRequiredQF","OtherReasons","OtherReasonsQF"
"20180331","S08000022",,"Inpatient/Day case","A1",,68,,73,,66,,4,,1,,2,,0,
"20190331","S08000022",,"Inpatient/Day case","A1",,44,,44,,38,,2,,0,,4,,0,
"20200331","S08000022",,"Inpatient/Day case","A1",,46,,51,,45,,0,,0,,6,,0,
"20210331","S08000022",,"Inpatient/Day case","A1",,30,,35,,27,,2,,0,,6,,0,
"20220331","S08000022",,"Inpatient/Day case","A1",,36,,31,,27,,1,,0,,3,,0,
"20230331","S08000022",,"Inpatient/Day case","A1",,48,,53,,45,,0,,0,,7,,1,
"20240331","S08000022",,"Inpatient/Day case","A1",,50,,53,,47,,0,,0,,6,,0,
"20121231","S08000022",,"Inpatient/Day case","A1",,537,,378,,327,,13,,0,,11,,27,
"20131231","S08000022",,"Inpatient/Day case","A1",,422,,436,,381,,15,,0,,15,,25,
"20141231","S08000022",,"Inpatient/Day case","A1",,454,,475,,449,,15,,1,,8,,2,
"20151231","S08000022",,"Inpatient/Day case","A1",,329,,344,,333,,6,,2,,2,,1,
"20161231","S08000022",,"Inpatient/Day case","A1",,312,,324,,302,,13,,3,,5,,1,
"20171231","S08000022",,"Inpatient/Day case","A1",,96,,101,,91,,2,,0,,8,,0,
"20181231","S08000022",,"Inpatient/Day case","A1",,67,,73,,67,,0,,0,,6,,0,
"20191231","S08000022",,"Inpatient/Day case","A1",,44,,44,,39,,0,,0,,3,,2,
"20201231","S08000022",,"Inpatient/Day case","A1",,34,,29,,21,,0,,0,,7,,1,
"20211231","S08000022",,"Inpatient/Day case","A1",,46,,50,,43,,1,,0,,4,,2,
"20221231","S08000022",,"Inpatient/Day case","A1",,42,,43,,39,,1,,0,,3,,0,
"20231231","S08000022",,"Inpatient/Day case","A1",,67,,67,,54,,0,,0,,11,,2,
"20130630","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140630","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150630","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160630","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170630","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180630","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190630","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200630","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210630","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220630","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230630","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130930","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140930","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160930","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170930","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180930","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190930","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200930","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210930","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220930","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230930","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140331","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150331","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160331","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170331","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180331","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190331","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200331","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210331","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220331","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230331","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20240331","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20131231","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20141231","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20151231","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20161231","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20171231","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20181231","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20191231","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20201231","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20211231","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20221231","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20231231","S08000022",,"Inpatient/Day case","G1",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000022",,"Inpatient/Day case","C1",,1437,,1415,,1287,,47,,4,,53,,24,
"20140630","S08000022",,"Inpatient/Day case","C1",,882,,860,,819,,32,,6,,0,,3,
"20150630","S08000022",,"Inpatient/Day case","C1",,865,,879,,802,,42,,8,,21,,6,
"20160630","S08000022",,"Inpatient/Day case","C1",,808,,715,,649,,36,,12,,14,,4,
"20170630","S08000022",,"Inpatient/Day case","C1",,765,,697,,638,,34,,5,,18,,2,
"20180630","S08000022",,"Inpatient/Day case","C1",,918,,821,,720,,31,,3,,62,,5,
"20190630","S08000022",,"Inpatient/Day case","C1",,799,,876,,760,,40,,4,,67,,5,
"20200630","S08000022",,"Inpatient/Day case","C1",,334,,243,,198,,17,,1,,24,,3,
"20210630","S08000022",,"Inpatient/Day case","C1",,704,,718,,619,,16,,6,,73,,4,
"20220630","S08000022",,"Inpatient/Day case","C1",,696,,564,,463,,18,,8,,70,,5,
"20230630","S08000022",,"Inpatient/Day case","C1",,678,,783,,616,,28,,11,,118,,10,
"20130930","S08000022",,"Inpatient/Day case","C1",,1415,,1388,,1254,,60,,1,,46,,27,
"20140930","S08000022",,"Inpatient/Day case","C1",,849,,831,,789,,26,,9,,2,,5,
"20150930","S08000022",,"Inpatient/Day case","C1",,868,,875,,805,,41,,4,,22,,3,
"20160930","S08000022",,"Inpatient/Day case","C1",,798,,750,,689,,33,,9,,19,,0,
"20170930","S08000022",,"Inpatient/Day case","C1",,788,,820,,739,,23,,5,,46,,7,
"20180930","S08000022",,"Inpatient/Day case","C1",,728,,732,,655,,27,,3,,41,,6,
"20190930","S08000022",,"Inpatient/Day case","C1",,774,,799,,705,,30,,5,,58,,1,
"20200930","S08000022",,"Inpatient/Day case","C1",,583,,615,,513,,21,,1,,72,,8,
"20210930","S08000022",,"Inpatient/Day case","C1",,625,,567,,492,,15,,6,,48,,6,
"20220930","S08000022",,"Inpatient/Day case","C1",,793,,720,,590,,31,,5,,89,,5,
"20230930","S08000022",,"Inpatient/Day case","C1",,617,,719,,574,,23,,5,,109,,8,
"20130331","S08000022",,"Inpatient/Day case","C1",,1391,,1402,,1277,,41,,2,,60,,22,
"20140331","S08000022",,"Inpatient/Day case","C1",,1197,,1312,,1203,,40,,2,,35,,32,
"20150331","S08000022",,"Inpatient/Day case","C1",,856,,963,,886,,44,,10,,20,,3,
"20160331","S08000022",,"Inpatient/Day case","C1",,707,,735,,685,,31,,7,,12,,0,
"20170331","S08000022",,"Inpatient/Day case","C1",,743,,760,,697,,36,,7,,17,,3,
"20180331","S08000022",,"Inpatient/Day case","C1",,808,,681,,594,,36,,3,,46,,2,
"20190331","S08000022",,"Inpatient/Day case","C1",,820,,827,,733,,23,,6,,61,,4,
"20200331","S08000022",,"Inpatient/Day case","C1",,774,,633,,524,,24,,3,,75,,7,
"20210331","S08000022",,"Inpatient/Day case","C1",,536,,567,,457,,30,,8,,66,,6,
"20220331","S08000022",,"Inpatient/Day case","C1",,654,,595,,484,,26,,7,,73,,5,
"20230331","S08000022",,"Inpatient/Day case","C1",,623,,690,,563,,33,,8,,74,,12,
"20240331","S08000022",,"Inpatient/Day case","C1",,656,,762,,628,,32,,8,,88,,6,
"20121231","S08000022",,"Inpatient/Day case","C1",,1419,,834,,753,,17,,6,,39,,19,
"20131231","S08000022",,"Inpatient/Day case","C1",,1386,,1371,,1254,,40,,3,,43,,31,
"20141231","S08000022",,"Inpatient/Day case","C1",,869,,847,,794,,25,,14,,13,,1,
"20151231","S08000022",,"Inpatient/Day case","C1",,811,,847,,767,,45,,8,,27,,0,
"20161231","S08000022",,"Inpatient/Day case","C1",,782,,762,,690,,38,,7,,21,,6,
"20171231","S08000022",,"Inpatient/Day case","C1",,855,,702,,616,,24,,3,,56,,3,
"20181231","S08000022",,"Inpatient/Day case","C1",,829,,850,,747,,36,,3,,61,,3,
"20191231","S08000022",,"Inpatient/Day case","C1",,830,,769,,656,,34,,4,,66,,9,
"20201231","S08000022",,"Inpatient/Day case","C1",,616,,668,,562,,29,,4,,67,,6,
"20211231","S08000022",,"Inpatient/Day case","C1",,677,,586,,507,,15,,7,,48,,9,
"20221231","S08000022",,"Inpatient/Day case","C1",,793,,666,,533,,34,,7,,87,,5,
"20231231","S08000022",,"Inpatient/Day case","C1",,681,,706,,582,,31,,7,,75,,11,
"20150630","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170630","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190630","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230630","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140930","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200930","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210930","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130331","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170331","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200331","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20240331","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20121231","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20201231","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20211231","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20221231","S08000022",,"Inpatient/Day case","AB",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140630","S08000022",,"Inpatient/Day case","E12",,2,,0,,0,,0,,0,,0,,0,
"20140930","S08000022",,"Inpatient/Day case","E12",,4,,5,,4,,0,,0,,0,,1,
"20130331","S08000022",,"Inpatient/Day case","E12",,1,,1,,1,,0,,0,,0,,0,
"20140331","S08000022",,"Inpatient/Day case","E12",,2,,1,,0,,0,,0,,0,,1,
"20150331","S08000022",,"Inpatient/Day case","E12",,0,,2,,0,,0,,0,,0,,2,
"20130630","S08000022",,"Inpatient/Day case","F2",,395,,385,,348,,15,,1,,15,,6,
"20140630","S08000022",,"Inpatient/Day case","F2",,284,,298,,292,,5,,1,,0,,0,
"20150630","S08000022",,"Inpatient/Day case","F2",,261,,238,,220,,11,,1,,6,,0,
"20160630","S08000022",,"Inpatient/Day case","F2",,297,,288,,268,,7,,1,,12,,0,
"20170630","S08000022",,"Inpatient/Day case","F2",,250,,271,,261,,2,,2,,5,,1,
"20180630","S08000022",,"Inpatient/Day case","F2",,334,,388,,354,,8,,3,,22,,1,
"20190630","S08000022",,"Inpatient/Day case","F2",,320,,377,,339,,13,,1,,24,,0,
"20200630","S08000022",,"Inpatient/Day case","F2",,192,,210,,186,,3,,3,,18,,0,
"20210630","S08000022",,"Inpatient/Day case","F2",,216,,211,,181,,6,,1,,23,,0,
"20220630","S08000022",,"Inpatient/Day case","F2",,217,,196,,174,,4,,0,,17,,1,
"20230630","S08000022",,"Inpatient/Day case","F2",,258,,262,,249,,0,,1,,12,,0,
"20130930","S08000022",,"Inpatient/Day case","F2",,360,,354,,323,,13,,0,,10,,8,
"20140930","S08000022",,"Inpatient/Day case","F2",,292,,282,,271,,8,,2,,0,,1,
"20150930","S08000022",,"Inpatient/Day case","F2",,337,,325,,301,,11,,3,,10,,0,
"20160930","S08000022",,"Inpatient/Day case","F2",,263,,289,,270,,8,,1,,10,,0,
"20170930","S08000022",,"Inpatient/Day case","F2",,461,,302,,280,,7,,0,,15,,0,
"20180930","S08000022",,"Inpatient/Day case","F2",,302,,333,,312,,6,,0,,15,,0,
"20190930","S08000022",,"Inpatient/Day case","F2",,364,,371,,353,,7,,0,,11,,0,
"20200930","S08000022",,"Inpatient/Day case","F2",,223,,212,,195,,2,,0,,15,,0,
"20210930","S08000022",,"Inpatient/Day case","F2",,194,,191,,172,,3,,1,,15,,0,
"20220930","S08000022",,"Inpatient/Day case","F2",,213,,267,,207,,8,,2,,47,,3,
"20230930","S08000022",,"Inpatient/Day case","F2",,242,,265,,230,,4,,3,,27,,1,
"20130331","S08000022",,"Inpatient/Day case","F2",,365,,337,,301,,16,,0,,9,,11,
"20140331","S08000022",,"Inpatient/Day case","F2",,273,,317,,289,,13,,1,,9,,5,
"20150331","S08000022",,"Inpatient/Day case","F2",,280,,306,,295,,7,,1,,3,,0,
"20160331","S08000022",,"Inpatient/Day case","F2",,280,,290,,277,,6,,2,,5,,0,
"20170331","S08000022",,"Inpatient/Day case","F2",,298,,289,,270,,11,,3,,5,,0,
"20180331","S08000022",,"Inpatient/Day case","F2",,369,,318,,294,,6,,1,,16,,1,
"20190331","S08000022",,"Inpatient/Day case","F2",,370,,363,,331,,7,,5,,20,,0,
"20200331","S08000022",,"Inpatient/Day case","F2",,317,,307,,261,,13,,2,,29,,2,
"20210331","S08000022",,"Inpatient/Day case","F2",,261,,230,,218,,0,,1,,10,,1,
"20220331","S08000022",,"Inpatient/Day case","F2",,226,,194,,167,,4,,1,,22,,0,
"20230331","S08000022",,"Inpatient/Day case","F2",,222,,224,,205,,5,,0,,13,,1,
"20240331","S08000022",,"Inpatient/Day case","F2",,259,,219,,191,,5,,0,,22,,1,
"20121231","S08000022",,"Inpatient/Day case","F2",,322,,220,,206,,3,,0,,3,,8,
"20131231","S08000022",,"Inpatient/Day case","F2",,307,,305,,279,,13,,0,,10,,3,
"20141231","S08000022",,"Inpatient/Day case","F2",,260,,258,,247,,10,,1,,0,,0,
"20151231","S08000022",,"Inpatient/Day case","F2",,313,,316,,299,,8,,3,,6,,0,
"20161231","S08000022",,"Inpatient/Day case","F2",,291,,269,,258,,2,,4,,5,,0,
"20171231","S08000022",,"Inpatient/Day case","F2",,312,,364,,347,,5,,1,,11,,0,
"20181231","S08000022",,"Inpatient/Day case","F2",,409,,320,,292,,8,,3,,17,,0,
"20191231","S08000022",,"Inpatient/Day case","F2",,380,,320,,288,,13,,1,,18,,0,
"20201231","S08000022",,"Inpatient/Day case","F2",,260,,257,,233,,4,,2,,18,,0,
"20211231","S08000022",,"Inpatient/Day case","F2",,241,,184,,166,,2,,0,,16,,0,
"20221231","S08000022",,"Inpatient/Day case","F2",,234,,259,,222,,10,,1,,26,,0,
"20231231","S08000022",,"Inpatient/Day case","F2",,254,,249,,227,,6,,0,,16,,0,
"20130630","S08000022",,"Inpatient/Day case","J4",,8,,4,,2,,1,,0,,0,,1,
"20140630","S08000022",,"Inpatient/Day case","J4",,9,,5,,2,,1,,0,,0,,2,
"20150630","S08000022",,"Inpatient/Day case","J4",,40,,37,,29,,2,,0,,6,,0,
"20160630","S08000022",,"Inpatient/Day case","J4",,44,,46,,35,,2,,1,,8,,0,
"20170630","S08000022",,"Inpatient/Day case","J4",,25,,21,,19,,0,,0,,2,,0,
"20180630","S08000022",,"Inpatient/Day case","J4",,12,,13,,8,,1,,0,,4,,0,
"20190630","S08000022",,"Inpatient/Day case","J4",,15,,14,,11,,0,,1,,2,,0,
"20200630","S08000022",,"Inpatient/Day case","J4",,3,,3,,1,,1,,0,,1,,0,
"20210630","S08000022",,"Inpatient/Day case","J4",,9,,9,,8,,0,,0,,1,,0,
"20220630","S08000022",,"Inpatient/Day case","J4",,3,,1,,1,,0,,0,,0,,0,
"20230630","S08000022",,"Inpatient/Day case","J4",,1,,2,,1,,0,,0,,1,,0,
"20130930","S08000022",,"Inpatient/Day case","J4",,16,,21,,16,,2,,0,,0,,3,
"20140930","S08000022",,"Inpatient/Day case","J4",,7,,6,,6,,0,,0,,0,,0,
"20150930","S08000022",,"Inpatient/Day case","J4",,48,,51,,43,,2,,1,,5,,0,
"20160930","S08000022",,"Inpatient/Day case","J4",,39,,42,,36,,0,,0,,6,,0,
"20170930","S08000022",,"Inpatient/Day case","J4",,27,,32,,24,,4,,0,,1,,3,
"20180930","S08000022",,"Inpatient/Day case","J4",,16,,17,,13,,1,,0,,3,,0,
"20190930","S08000022",,"Inpatient/Day case","J4",,1,,2,,1,,0,,0,,0,,1,
"20200930","S08000022",,"Inpatient/Day case","J4",,3,,3,,2,,0,,0,,1,,0,
"20210930","S08000022",,"Inpatient/Day case","J4",,5,,6,,6,,0,,0,,0,,0,
"20220930","S08000022",,"Inpatient/Day case","J4",,3,,4,,3,,1,,0,,0,,0,
"20130331","S08000022",,"Inpatient/Day case","J4",,10,,10,,6,,2,,0,,0,,2,
"20140331","S08000022",,"Inpatient/Day case","J4",,11,,11,,10,,0,,0,,0,,1,
"20150331","S08000022",,"Inpatient/Day case","J4",,15,,12,,11,,0,,0,,0,,1,
"20160331","S08000022",,"Inpatient/Day case","J4",,51,,51,,33,,6,,4,,8,,0,
"20170331","S08000022",,"Inpatient/Day case","J4",,38,,38,,36,,1,,1,,0,,0,
"20180331","S08000022",,"Inpatient/Day case","J4",,12,,12,,11,,0,,0,,0,,1,
"20190331","S08000022",,"Inpatient/Day case","J4",,24,,24,,16,,1,,0,,7,,0,
"20200331","S08000022",,"Inpatient/Day case","J4",,2,,5,,0,,0,,0,,4,,1,
"20210331","S08000022",,"Inpatient/Day case","J4",,3,,2,,2,,0,,0,,0,,0,
"20220331","S08000022",,"Inpatient/Day case","J4",,5,,6,,6,,0,,0,,0,,0,
"20230331","S08000022",,"Inpatient/Day case","J4",,4,,6,,5,,0,,0,,1,,0,
"20240331","S08000022",,"Inpatient/Day case","J4",,5,,7,,6,,0,,0,,1,,0,
"20121231","S08000022",,"Inpatient/Day case","J4",,2,,1,,1,,0,,0,,0,,0,
"20131231","S08000022",,"Inpatient/Day case","J4",,6,,6,,6,,0,,0,,0,,0,
"20141231","S08000022",,"Inpatient/Day case","J4",,20,,19,,18,,0,,0,,1,,0,
"20151231","S08000022",,"Inpatient/Day case","J4",,48,,50,,41,,3,,2,,3,,1,
"20161231","S08000022",,"Inpatient/Day case","J4",,38,,36,,29,,0,,0,,7,,0,
"20171231","S08000022",,"Inpatient/Day case","J4",,11,,12,,10,,2,,0,,0,,0,
"20181231","S08000022",,"Inpatient/Day case","J4",,16,,13,,11,,0,,0,,2,,0,
"20191231","S08000022",,"Inpatient/Day case","J4",,2,,2,,1,,0,,0,,1,,0,
"20201231","S08000022",,"Inpatient/Day case","J4",,2,,2,,1,,0,,0,,1,,0,
"20211231","S08000022",,"Inpatient/Day case","J4",,5,,4,,4,,0,,0,,0,,0,
"20221231","S08000022",,"Inpatient/Day case","J4",,4,,1,,1,,0,,0,,0,,0,
"20231231","S08000022",,"Inpatient/Day case","J4",,2,,1,,1,,0,,0,,0,,0,
"20220930","S08000022",,"Inpatient/Day case","A6",,1,,1,,1,,0,,0,,0,,0,
"20230930","S08000022",,"Inpatient/Day case","A6",,1,,0,,0,,0,,0,,0,,0,
"20210331","S08000022",,"Inpatient/Day case","A6",,1,,1,,1,,0,,0,,0,,0,
"20240331","S08000022",,"Inpatient/Day case","A6",,0,,1,,0,,0,,0,,1,,0,
"20211231","S08000022",,"Inpatient/Day case","A6",,1,,1,,1,,0,,0,,0,,0,
"20220331","S08000022",,"Inpatient/Day case","T3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000022",,"Inpatient/Day case","AH",,19,,18,,13,,2,,0,,1,,2,
"20140630","S08000022",,"Inpatient/Day case","AH",,25,,25,,23,,1,,1,,0,,0,
"20150630","S08000022",,"Inpatient/Day case","AH",,12,,19,,16,,3,,0,,0,,0,
"20160630","S08000022",,"Inpatient/Day case","AH",,31,,35,,33,,1,,1,,0,,0,
"20170630","S08000022",,"Inpatient/Day case","AH",,23,,27,,25,,2,,0,,0,,0,
"20180630","S08000022",,"Inpatient/Day case","AH",,17,,30,,27,,1,,0,,2,,0,
"20190630","S08000022",,"Inpatient/Day case","AH",,41,,47,,44,,2,,0,,1,,0,
"20200630","S08000022",,"Inpatient/Day case","AH",,3,,1,,0,,1,,0,,0,,0,
"20210630","S08000022",,"Inpatient/Day case","AH",,16,,16,,14,,2,,0,,0,,0,
"20220630","S08000022",,"Inpatient/Day case","AH",,9,,1,,1,,0,,0,,0,,0,
"20230630","S08000022",,"Inpatient/Day case","AH",,13,,20,,18,,1,,0,,1,,0,
"20130930","S08000022",,"Inpatient/Day case","AH",,17,,17,,13,,2,,0,,0,,2,
"20140930","S08000022",,"Inpatient/Day case","AH",,21,,22,,19,,3,,0,,0,,0,
"20150930","S08000022",,"Inpatient/Day case","AH",,25,,14,,13,,1,,0,,0,,0,
"20160930","S08000022",,"Inpatient/Day case","AH",,33,,36,,35,,1,,0,,0,,0,
"20170930","S08000022",,"Inpatient/Day case","AH",,27,,18,,17,,1,,0,,0,,0,
"20180930","S08000022",,"Inpatient/Day case","AH",,34,,27,,25,,1,,0,,1,,0,
"20190930","S08000022",,"Inpatient/Day case","AH",,29,,36,,29,,3,,1,,2,,1,
"20200930","S08000022",,"Inpatient/Day case","AH",,11,,14,,14,,0,,0,,0,,0,
"20210930","S08000022",,"Inpatient/Day case","AH",,7,,8,,7,,1,,0,,0,,0,
"20220930","S08000022",,"Inpatient/Day case","AH",,9,,12,,11,,0,,0,,1,,0,
"20230930","S08000022",,"Inpatient/Day case","AH",,13,,1,,1,,0,,0,,0,,0,
"20130331","S08000022",,"Inpatient/Day case","AH",,25,,23,,20,,2,,0,,1,,0,
"20140331","S08000022",,"Inpatient/Day case","AH",,18,,14,,13,,0,,0,,0,,1,
"20150331","S08000022",,"Inpatient/Day case","AH",,22,,21,,20,,0,,0,,1,,0,
"20160331","S08000022",,"Inpatient/Day case","AH",,31,,27,,23,,4,,0,,0,,0,
"20170331","S08000022",,"Inpatient/Day case","AH",,22,,22,,20,,1,,1,,0,,0,
"20180331","S08000022",,"Inpatient/Day case","AH",,35,,33,,30,,0,,0,,3,,0,
"20190331","S08000022",,"Inpatient/Day case","AH",,46,,33,,31,,0,,0,,2,,0,
"20200331","S08000022",,"Inpatient/Day case","AH",,21,,23,,17,,3,,0,,3,,0,
"20210331","S08000022",,"Inpatient/Day case","AH",,8,,9,,5,,2,,0,,1,,1,
"20220331","S08000022",,"Inpatient/Day case","AH",,7,,7,,7,,0,,0,,0,,0,
"20230331","S08000022",,"Inpatient/Day case","AH",,15,,15,,14,,1,,0,,0,,0,
"20240331","S08000022",,"Inpatient/Day case","AH",,18,,20,,17,,0,,0,,3,,0,
"20121231","S08000022",,"Inpatient/Day case","AH",,17,,15,,12,,1,,0,,1,,1,
"20131231","S08000022",,"Inpatient/Day case","AH",,20,,20,,16,,1,,0,,1,,2,
"20141231","S08000022",,"Inpatient/Day case","AH",,16,,15,,12,,3,,0,,0,,0,
"20151231","S08000022",,"Inpatient/Day case","AH",,28,,33,,29,,2,,0,,2,,0,
"20161231","S08000022",,"Inpatient/Day case","AH",,21,,19,,19,,0,,0,,0,,0,
"20171231","S08000022",,"Inpatient/Day case","AH",,25,,27,,27,,0,,0,,0,,0,
"20181231","S08000022",,"Inpatient/Day case","AH",,34,,31,,30,,1,,0,,0,,0,
"20191231","S08000022",,"Inpatient/Day case","AH",,20,,20,,14,,2,,0,,4,,0,
"20201231","S08000022",,"Inpatient/Day case","AH",,12,,12,,10,,2,,0,,0,,0,
"20211231","S08000022",,"Inpatient/Day case","AH",,7,,7,,7,,0,,0,,0,,0,
"20221231","S08000022",,"Inpatient/Day case","AH",,4,,1,,0,,0,,0,,1,,0,
"20231231","S08000022",,"Inpatient/Day case","AH",,15,,24,,19,,1,,0,,4,,0,
"20150930","S08000022",,"Inpatient/Day case","C6",,2,,2,,2,,0,,0,,0,,0,
"20130331","S08000022",,"Inpatient/Day case","F3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180331","S08000022",,"Inpatient/Day case","F3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20121231","S08000022",,"Inpatient/Day case","F3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20151231","S08000022",,"Inpatient/Day case","F3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160930","S08000022",,"Inpatient/Day case","F31",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160331","S08000022",,"Inpatient/Day case","F31",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20141231","S08000022",,"Inpatient/Day case","F31",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000022",,"Inpatient/Day case","C7",,608,,598,,559,,13,,0,,14,,12,
