_id,QuarterEnding,HBT,HBTQF,PatientType,Specialty,SpecialtyQF,NumberSeen,NumberSeenQF,WaitedOver12Weeks,WaitedOver12WeeksQF,Median,MedianQF,90thPercentile,90thPercentileQF
29574,20130331,S08000020,"",Inpatient/Day case,C42,"",36,"",0,"",14,"",43,""
29575,20140331,S08000020,"",Inpatient/Day case,C42,"",33,"",2,"",13,"",51,""
29576,20150331,S08000020,"",Inpatient/Day case,C42,"",22,"",0,"",12,"",32.6,""
29577,20160331,S08000020,"",Inpatient/Day case,C42,"",44,"",2,"",24,"",58.9,""
29578,20170331,S08000020,"",Inpatient/Day case,C42,"",29,"",3,"",19,"",61.4,""
29579,20180331,S08000020,"",Inpatient/Day case,C42,"",23,"",1,"",20,"",42.6,""
29580,20190331,S08000020,"",Inpatient/Day case,C42,"",26,"",1,"",18,"",49.5,""
29581,20200331,S08000020,"",Inpatient/Day case,C42,"",22,"",0,"",19,"",52.3000000000001,""
29582,20210331,S08000020,"",Inpatient/Day case,C42,"",23,"",1,"",12,"",42.8,""
29583,20220331,S08000020,"",Inpatient/Day case,C42,"",26,"",1,"",18.5,"",63.5,""
29584,20230331,S08000020,"",Inpatient/Day case,C42,"",34,"",2,"",11,"",65.1,""
29585,20240331,S08000020,"",Inpatient/Day case,C42,"",36,"",3,"",11.5,"",27.5,""
29586,20121231,S08000020,"",Inpatient/Day case,C42,"",24,"",0,"",7,"",24.4,""
29587,20131231,S08000020,"",Inpatient/Day case,C42,"",24,"",0,"",11.5,"",19,""
29588,20141231,S08000020,"",Inpatient/Day case,C42,"",26,"",1,"",12,"",47,""
29589,20151231,S08000020,"",Inpatient/Day case,C42,"",37,"",1,"",13,"",61.8,""
29590,20161231,S08000020,"",Inpatient/Day case,C42,"",35,"",1,"",11,"",33,""
29591,20171231,S08000020,"",Inpatient/Day case,C42,"",23,"",0,"",14,"",37.6,""
29592,20181231,S08000020,"",Inpatient/Day case,C42,"",25,"",1,"",14,"",43.8,""
29593,20191231,S08000020,"",Inpatient/Day case,C42,"",26,"",2,"",12,"",49,""
29594,20201231,S08000020,"",Inpatient/Day case,C42,"",24,"",2,"",19,"",52,""
29595,20211231,S08000020,"",Inpatient/Day case,C42,"",24,"",0,"",21,"",45,""
29596,20221231,S08000020,"",Inpatient/Day case,C42,"",21,"",2,"",17,"",68,""
29597,20231231,S08000020,"",Inpatient/Day case,C42,"",31,"",0,"",10,"",26,""
29598,20130630,S08000020,"",Inpatient/Day case,C5,"",456,"",12,"",55,"",71,""
29599,20140630,S08000020,"",Inpatient/Day case,C5,"",431,"",1,"",55,"",63,""
29600,20150630,S08000020,"",Inpatient/Day case,C5,"",420,"",19,"",66,"",83,""
29601,20160630,S08000020,"",Inpatient/Day case,C5,"",470,"",39,"",58,"",84,""
29602,20170630,S08000020,"",Inpatient/Day case,C5,"",319,"",164,"",86,"",182.2,""
29603,20180630,S08000020,"",Inpatient/Day case,C5,"",441,"",283,"",118,"",395,""
29604,20190630,S08000020,"",Inpatient/Day case,C5,"",416,"",208,"",84.5,"",364.5,""
29605,20200630,S08000020,"",Inpatient/Day case,C5,"",22,"",6,"",46,"",123.9,""
29606,20210630,S08000020,"",Inpatient/Day case,C5,"",123,"",73,"",126,"",575.8,""
29607,20220630,S08000020,"",Inpatient/Day case,C5,"",129,"",98,"",193,"",851.2,""
29608,20230630,S08000020,"",Inpatient/Day case,C5,"",212,"",164,"",185.5,"",743.2,""
29609,20130930,S08000020,"",Inpatient/Day case,C5,"",458,"",33,"",60.5,"",79,""
29610,20140930,S08000020,"",Inpatient/Day case,C5,"",383,"",4,"",57,"",74,""
29611,20150930,S08000020,"",Inpatient/Day case,C5,"",461,"",81,"",62,"",94,""
29612,20160930,S08000020,"",Inpatient/Day case,C5,"",442,"",34,"",59,"",82,""
29613,20170930,S08000020,"",Inpatient/Day case,C5,"",246,"",108,"",77.5,"",192.5,""
29614,20180930,S08000020,"",Inpatient/Day case,C5,"",407,"",270,"",131,"",394.2,""
29615,20190930,S08000020,"",Inpatient/Day case,C5,"",387,"",231,"",96,"",426.6,""
29616,20200930,S08000020,"",Inpatient/Day case,C5,"",47,"",36,"",161,"",322.8,""
29617,20210930,S08000020,"",Inpatient/Day case,C5,"",111,"",62,"",128,"",589,""
29618,20220930,S08000020,"",Inpatient/Day case,C5,"",112,"",85,"",166.5,"",1077.6,""
29619,20230930,S08000020,"",Inpatient/Day case,C5,"",221,"",165,"",235,"",896,""
29620,20130331,S08000020,"",Inpatient/Day case,C5,"",483,"",7,"",55,"",69,""
29621,20140331,S08000020,"",Inpatient/Day case,C5,"",467,"",6,"",52,"",67,""
29622,20150331,S08000020,"",Inpatient/Day case,C5,"",408,"",33,"",63,"",84,""
29623,20160331,S08000020,"",Inpatient/Day case,C5,"",421,"",83,"",64,"",105,""
29624,20170331,S08000020,"",Inpatient/Day case,C5,"",273,"",82,"",71,"",141,""
29625,20180331,S08000020,"",Inpatient/Day case,C5,"",298,"",186,"",97,"",287,""
29626,20190331,S08000020,"",Inpatient/Day case,C5,"",332,"",163,"",78.5,"",394.5,""
29627,20200331,S08000020,"",Inpatient/Day case,C5,"",317,"",173,"",88,"",319.8,""
29628,20210331,S08000020,"",Inpatient/Day case,C5,"",94,"",57,"",121.5,"",448,""
29629,20220331,S08000020,"",Inpatient/Day case,C5,"",141,"",95,"",150,"",740,""
29630,20230331,S08000020,"",Inpatient/Day case,C5,"",164,"",129,"",236,"",905.800000000001,""
29631,20240331,S08000020,"",Inpatient/Day case,C5,"",244,"",170,"",159,"",587.3,""
29632,20121231,S08000020,"",Inpatient/Day case,C5,"",175,"",0,"",42,"",63,""
29633,20131231,S08000020,"",Inpatient/Day case,C5,"",445,"",24,"",52,"",73.6,""
29634,20141231,S08000020,"",Inpatient/Day case,C5,"",407,"",3,"",56,"",77.4,""
29635,20151231,S08000020,"",Inpatient/Day case,C5,"",421,"",24,"",58,"",79,""
29636,20161231,S08000020,"",Inpatient/Day case,C5,"",354,"",58,"",57,"",97.7,""
29637,20171231,S08000020,"",Inpatient/Day case,C5,"",238,"",100,"",71.5,"",255.8,""
29638,20181231,S08000020,"",Inpatient/Day case,C5,"",321,"",158,"",82,"",362,""
29639,20191231,S08000020,"",Inpatient/Day case,C5,"",369,"",194,"",89,"",368.2,""
29640,20201231,S08000020,"",Inpatient/Day case,C5,"",81,"",42,"",92,"",369,""
29641,20211231,S08000020,"",Inpatient/Day case,C5,"",97,"",60,"",140,"",686,""
29642,20221231,S08000020,"",Inpatient/Day case,C5,"",132,"",99,"",243,"",977.4,""
29643,20231231,S08000020,"",Inpatient/Day case,C5,"",195,"",157,"",223,"",716.2,""
29644,20130630,S08000020,"",Inpatient/Day case,C6,"",133,"",18,"",48,"",105.8,""
29645,20140630,S08000020,"",Inpatient/Day case,C6,"",77,"",0,"",12,"",51,""
29646,20150630,S08000020,"",Inpatient/Day case,C6,"",125,"",7,"",41,"",73.0000000000001,""
29647,20160630,S08000020,"",Inpatient/Day case,C6,"",118,"",12,"",40,"",82.9,""
29648,20170630,S08000020,"",Inpatient/Day case,C6,"",112,"",27,"",35.5,"",136,""
29649,20180630,S08000020,"",Inpatient/Day case,C6,"",128,"",31,"",32,"",132.6,""
29650,20190630,S08000020,"",Inpatient/Day case,C6,"",108,"",45,"",75,"",154.3,""
29651,20200630,S08000020,"",Inpatient/Day case,C6,"",39,"",9,"",27,"",117,""
29652,20210630,S08000020,"",Inpatient/Day case,C6,"",77,"",30,"",50,"",342.8,""
29653,20220630,S08000020,"",Inpatient/Day case,C6,"",91,"",35,"",54,"",252,""
29654,20230630,S08000020,"",Inpatient/Day case,C6,"",89,"",35,"",70,"",187,""
29655,20130930,S08000020,"",Inpatient/Day case,C6,"",111,"",11,"",49,"",77,""
29656,20140930,S08000020,"",Inpatient/Day case,C6,"",119,"",8,"",35,"",62.4,""
29657,20150930,S08000020,"",Inpatient/Day case,C6,"",105,"",0,"",36,"",69,""
29658,20160930,S08000020,"",Inpatient/Day case,C6,"",108,"",18,"",32,"",103,""
29659,20170930,S08000020,"",Inpatient/Day case,C6,"",94,"",25,"",43.5,"",127.4,""
29660,20180930,S08000020,"",Inpatient/Day case,C6,"",115,"",20,"",42,"",110.4,""
29661,20190930,S08000020,"",Inpatient/Day case,C6,"",89,"",17,"",43,"",112.2,""
29662,20200930,S08000020,"",Inpatient/Day case,C6,"",65,"",21,"",16,"",196.6,""
29663,20210930,S08000020,"",Inpatient/Day case,C6,"",97,"",37,"",50,"",259,""
29664,20220930,S08000020,"",Inpatient/Day case,C6,"",89,"",41,"",75,"",282.2,""
29665,20230930,S08000020,"",Inpatient/Day case,C6,"",82,"",27,"",54,"",179.8,""
29666,20130331,S08000020,"",Inpatient/Day case,C6,"",97,"",10,"",40,"",89.6000000000001,""
29667,20140331,S08000020,"",Inpatient/Day case,C6,"",107,"",14,"",37,"",103.4,""
29668,20150331,S08000020,"",Inpatient/Day case,C6,"",119,"",4,"",46,"",71.8,""
29669,20160331,S08000020,"",Inpatient/Day case,C6,"",137,"",1,"",42,"",74,""
29670,20170331,S08000020,"",Inpatient/Day case,C6,"",108,"",26,"",56,"",124.6,""
29671,20180331,S08000020,"",Inpatient/Day case,C6,"",102,"",38,"",60.5,"",150.4,""
29672,20190331,S08000020,"",Inpatient/Day case,C6,"",96,"",39,"",67,"",157,""
29673,20200331,S08000020,"",Inpatient/Day case,C6,"",113,"",21,"",36,"",126.8,""
29674,20210331,S08000020,"",Inpatient/Day case,C6,"",65,"",18,"",39,"",149.6,""
29675,20220331,S08000020,"",Inpatient/Day case,C6,"",67,"",26,"",67,"",319.8,""
29676,20230331,S08000020,"",Inpatient/Day case,C6,"",77,"",31,"",61,"",213.8,""
29677,20240331,S08000020,"",Inpatient/Day case,C6,"",99,"",41,"",61,"",222.8,""
29678,20121231,S08000020,"",Inpatient/Day case,C6,"",55,"",0,"",17,"",50,""
29679,20131231,S08000020,"",Inpatient/Day case,C6,"",106,"",4,"",31,"",62,""
29680,20141231,S08000020,"",Inpatient/Day case,C6,"",131,"",3,"",34,"",62,""
29681,20151231,S08000020,"",Inpatient/Day case,C6,"",108,"",2,"",39.5,"",70.9,""
29682,20161231,S08000020,"",Inpatient/Day case,C6,"",114,"",28,"",34.5,"",125.8,""
29683,20171231,S08000020,"",Inpatient/Day case,C6,"",98,"",33,"",56.5,"",162,""
29684,20181231,S08000020,"",Inpatient/Day case,C6,"",94,"",27,"",50.5,"",142,""
29685,20191231,S08000020,"",Inpatient/Day case,C6,"",104,"",35,"",50,"",141,""
29686,20201231,S08000020,"",Inpatient/Day case,C6,"",80,"",27,"",38,"",257.8,""
29687,20211231,S08000020,"",Inpatient/Day case,C6,"",71,"",14,"",35,"",215,""
29688,20221231,S08000020,"",Inpatient/Day case,C6,"",83,"",35,"",67,"",194.2,""
29689,20231231,S08000020,"",Inpatient/Day case,C6,"",81,"",16,"",44,"",134,""
29690,20130630,S08000020,"",Inpatient/Day case,C7,"",1075,"",17,"",44,"",62,""
29691,20140630,S08000020,"",Inpatient/Day case,C7,"",978,"",176,"",62,"",102,""
29692,20150630,S08000020,"",Inpatient/Day case,C7,"",1000,"",154,"",55,"",94,""
29693,20160630,S08000020,"",Inpatient/Day case,C7,"",939,"",202,"",68,"",109,""
29694,20170630,S08000020,"",Inpatient/Day case,C7,"",686,"",451,"",144,"",228,""
29695,20180630,S08000020,"",Inpatient/Day case,C7,"",788,"",377,"",80,"",253.9,""
29696,20190630,S08000020,"",Inpatient/Day case,C7,"",1487,"",453,"",58,"",180,""
29697,20200630,S08000020,"",Inpatient/Day case,C7,"",29,"",9,"",30,"",130.2,""
29698,20210630,S08000020,"",Inpatient/Day case,C7,"",926,"",463,"",84.5,"",474,""
29699,20220630,S08000020,"",Inpatient/Day case,C7,"",1025,"",747,"",154,"",223.2,""
29700,20230630,S08000020,"",Inpatient/Day case,C7,"",805,"",473,"",144,"",412.6,""
29701,20130930,S08000020,"",Inpatient/Day case,C7,"",830,"",20,"",34,"",62,""
29702,20140930,S08000020,"",Inpatient/Day case,C7,"",1079,"",164,"",62,"",96.2000000000001,""
29703,20150930,S08000020,"",Inpatient/Day case,C7,"",899,"",125,"",62,"",92,""
29704,20160930,S08000020,"",Inpatient/Day case,C7,"",802,"",305,"",76.5,"",117,""
29705,20170930,S08000020,"",Inpatient/Day case,C7,"",753,"",480,"",138,"",225,""
29706,20180930,S08000020,"",Inpatient/Day case,C7,"",754,"",480,"",117,"",273,""
29707,20190930,S08000020,"",Inpatient/Day case,C7,"",834,"",236,"",61.5,"",164,""
29708,20200930,S08000020,"",Inpatient/Day case,C7,"",164,"",92,"",147,"",238,""
29709,20210930,S08000020,"",Inpatient/Day case,C7,"",775,"",148,"",49,"",272.6,""
29710,20220930,S08000020,"",Inpatient/Day case,C7,"",1339,"",883,"",188,"",221.2,""
29711,20230930,S08000020,"",Inpatient/Day case,C7,"",854,"",476,"",118.5,"",469,""
29712,20130331,S08000020,"",Inpatient/Day case,C7,"",930,"",17,"",44.5,"",62,""
29713,20140331,S08000020,"",Inpatient/Day case,C7,"",1090,"",155,"",61.5,"",96,""
29714,20150331,S08000020,"",Inpatient/Day case,C7,"",936,"",108,"",52,"",89.5,""
29715,20160331,S08000020,"",Inpatient/Day case,C7,"",886,"",167,"",66,"",102,""
29716,20170331,S08000020,"",Inpatient/Day case,C7,"",555,"",323,"",114,"",180.6,""
29717,20180331,S08000020,"",Inpatient/Day case,C7,"",1059,"",448,"",69,"",244.2,""
29718,20190331,S08000020,"",Inpatient/Day case,C7,"",1639,"",1219,"",170,"",349.2,""
29719,20200331,S08000020,"",Inpatient/Day case,C7,"",1447,"",428,"",72,"",113.4,""
29720,20210331,S08000020,"",Inpatient/Day case,C7,"",436,"",273,"",126,"",383.5,""
29721,20220331,S08000020,"",Inpatient/Day case,C7,"",931,"",551,"",97,"",180,""
29722,20230331,S08000020,"",Inpatient/Day case,C7,"",852,"",530,"",173,"",332.9,""
29723,20240331,S08000020,"",Inpatient/Day case,C7,"",648,"",536,"",436.5,"",564,""
29724,20121231,S08000020,"",Inpatient/Day case,C7,"",420,"",0,"",34,"",53,""
29725,20131231,S08000020,"",Inpatient/Day case,C7,"",915,"",62,"",50,"",71.6,""
29726,20141231,S08000020,"",Inpatient/Day case,C7,"",803,"",137,"",56,"",108.8,""
29727,20151231,S08000020,"",Inpatient/Day case,C7,"",942,"",137,"",61,"",90,""
29728,20161231,S08000020,"",Inpatient/Day case,C7,"",709,"",468,"",109,"",141,""
29729,20171231,S08000020,"",Inpatient/Day case,C7,"",803,"",332,"",59,"",230,""
29730,20181231,S08000020,"",Inpatient/Day case,C7,"",824,"",531,"",165,"",292,""
29731,20191231,S08000020,"",Inpatient/Day case,C7,"",1168,"",434,"",70,"",139,""
29732,20201231,S08000020,"",Inpatient/Day case,C7,"",856,"",685,"",287,"",305.5,""
29733,20211231,S08000020,"",Inpatient/Day case,C7,"",894,"",213,"",60,"",219.9,""
29734,20221231,S08000020,"",Inpatient/Day case,C7,"",1264,"",842,"",201,"",255.7,""
29735,20231231,S08000020,"",Inpatient/Day case,C7,"",582,"",428,"",341,"",518.9,""
29736,20130630,S08000020,"",Inpatient/Day case,C8,"",1366,"",226,"",62,"",106,""
29737,20140630,S08000020,"",Inpatient/Day case,C8,"",1320,"",61,"",61,"",75,""
29738,20150630,S08000020,"",Inpatient/Day case,C8,"",1615,"",39,"",56,"",75,""
29739,20160630,S08000020,"",Inpatient/Day case,C8,"",1537,"",214,"",60,"",89,""
29740,20170630,S08000020,"",Inpatient/Day case,C8,"",1192,"",536,"",81,"",147,""
29741,20180630,S08000020,"",Inpatient/Day case,C8,"",1074,"",554,"",87.5,"",202.7,""
29742,20190630,S08000020,"",Inpatient/Day case,C8,"",1166,"",733,"",109,"",210.5,""
29743,20200630,S08000020,"",Inpatient/Day case,C8,"",91,"",16,"",21,"",143,""
29744,20210630,S08000020,"",Inpatient/Day case,C8,"",873,"",660,"",249,"",549,""
29745,20220630,S08000020,"",Inpatient/Day case,C8,"",743,"",573,"",217,"",733.2,""
29746,20230630,S08000020,"",Inpatient/Day case,C8,"",1085,"",887,"",282,"",700.6,""
29747,20130930,S08000020,"",Inpatient/Day case,C8,"",1340,"",102,"",62,"",78,""
29748,20140930,S08000020,"",Inpatient/Day case,C8,"",1225,"",38,"",56,"",70,""
29749,20150930,S08000020,"",Inpatient/Day case,C8,"",1400,"",138,"",59,"",84,""
29750,20160930,S08000020,"",Inpatient/Day case,C8,"",1309,"",181,"",58,"",89,""
29751,20170930,S08000020,"",Inpatient/Day case,C8,"",1044,"",483,"",80,"",160,""
29752,20180930,S08000020,"",Inpatient/Day case,C8,"",1163,"",612,"",89,"",224,""
29753,20190930,S08000020,"",Inpatient/Day case,C8,"",1190,"",779,"",109,"",219,""
29754,20200930,S08000020,"",Inpatient/Day case,C8,"",302,"",225,"",210,"",343.9,""
29755,20210930,S08000020,"",Inpatient/Day case,C8,"",661,"",483,"",273,"",647,""
29756,20220930,S08000020,"",Inpatient/Day case,C8,"",644,"",510,"",219.5,"",729.7,""
29757,20230930,S08000020,"",Inpatient/Day case,C8,"",1088,"",889,"",245,"",598.6,""
29758,20130331,S08000020,"",Inpatient/Day case,C8,"",960,"",57,"",61,"",73,""
29759,20140331,S08000020,"",Inpatient/Day case,C8,"",1446,"",153,"",62,"",86.5,""
29760,20150331,S08000020,"",Inpatient/Day case,C8,"",1623,"",54,"",62,"",78,""
29761,20160331,S08000020,"",Inpatient/Day case,C8,"",1511,"",268,"",64,"",94,""
29762,20170331,S08000020,"",Inpatient/Day case,C8,"",1133,"",385,"",70,"",121,""
29763,20180331,S08000020,"",Inpatient/Day case,C8,"",983,"",494,"",85,"",183,""
29764,20190331,S08000020,"",Inpatient/Day case,C8,"",1163,"",755,"",102,"",205,""
29765,20200331,S08000020,"",Inpatient/Day case,C8,"",987,"",708,"",125,"",254,""
29766,20210331,S08000020,"",Inpatient/Day case,C8,"",300,"",176,"",122,"",447.5,""
29767,20220331,S08000020,"",Inpatient/Day case,C8,"",701,"",546,"",190,"",723,""
29768,20230331,S08000020,"",Inpatient/Day case,C8,"",903,"",753,"",303,"",824,""
29769,20240331,S08000020,"",Inpatient/Day case,C8,"",998,"",810,"",242,"",634.3,""
29770,20121231,S08000020,"",Inpatient/Day case,C8,"",312,"",0,"",37,"",62,""
29771,20131231,S08000020,"",Inpatient/Day case,C8,"",1318,"",90,"",61,"",75,""
29772,20141231,S08000020,"",Inpatient/Day case,C8,"",1363,"",51,"",53,"",75,""
29773,20151231,S08000020,"",Inpatient/Day case,C8,"",1394,"",137,"",58.5,"",84,""
29774,20161231,S08000020,"",Inpatient/Day case,C8,"",1258,"",232,"",62,"",97.3,""
29775,20171231,S08000020,"",Inpatient/Day case,C8,"",994,"",410,"",76,"",174.7,""
29776,20181231,S08000020,"",Inpatient/Day case,C8,"",1193,"",552,"",81,"",209,""
29777,20191231,S08000020,"",Inpatient/Day case,C8,"",1109,"",675,"",104,"",216,""
29778,20201231,S08000020,"",Inpatient/Day case,C8,"",650,"",520,"",301,"",453,""
29779,20211231,S08000020,"",Inpatient/Day case,C8,"",588,"",447,"",204,"",685.3,""
29780,20221231,S08000020,"",Inpatient/Day case,C8,"",739,"",608,"",277,"",794.4,""
29781,20231231,S08000020,"",Inpatient/Day case,C8,"",912,"",729,"",249,"",691.2,""
29782,20130630,S08000020,"",Inpatient/Day case,C9,"",206,"",22,"",51.5,"",85.5,""
29783,20140630,S08000020,"",Inpatient/Day case,C9,"",236,"",54,"",60,"",149.5,""
29784,20150630,S08000020,"",Inpatient/Day case,C9,"",221,"",71,"",40,"",190,""
29785,20160630,S08000020,"",Inpatient/Day case,C9,"",216,"",75,"",53,"",200,""
29786,20170630,S08000020,"",Inpatient/Day case,C9,"",189,"",67,"",51,"",307.6,""
29787,20180630,S08000020,"",Inpatient/Day case,C9,"",187,"",77,"",41,"",433.6,""
29788,20190630,S08000020,"",Inpatient/Day case,C9,"",192,"",90,"",71,"",433.6,""
29789,20200630,S08000020,"",Inpatient/Day case,C9,"",77,"",11,"",17,"",108.2,""
29790,20210630,S08000020,"",Inpatient/Day case,C9,"",94,"",13,"",31,"",215.5,""
29791,20220630,S08000020,"",Inpatient/Day case,C9,"",152,"",49,"",45,"",299,""
29792,20230630,S08000020,"",Inpatient/Day case,C9,"",148,"",34,"",34,"",251.000000000001,""
29793,20130930,S08000020,"",Inpatient/Day case,C9,"",194,"",22,"",42,"",90.2000000000001,""
29794,20140930,S08000020,"",Inpatient/Day case,C9,"",280,"",92,"",57,"",224,""
29795,20150930,S08000020,"",Inpatient/Day case,C9,"",280,"",112,"",57.5,"",201.4,""
29796,20160930,S08000020,"",Inpatient/Day case,C9,"",248,"",82,"",34,"",209.3,""
29797,20170930,S08000020,"",Inpatient/Day case,C9,"",214,"",91,"",57.5,"",373.7,""
29798,20180930,S08000020,"",Inpatient/Day case,C9,"",209,"",112,"",103,"",535.4,""
29799,20190930,S08000020,"",Inpatient/Day case,C9,"",222,"",103,"",63.5,"",536.9,""
29800,20200930,S08000020,"",Inpatient/Day case,C9,"",128,"",57,"",60.5,"",304.5,""
29801,20210930,S08000020,"",Inpatient/Day case,C9,"",107,"",21,"",41,"",131,""
29802,20220930,S08000020,"",Inpatient/Day case,C9,"",121,"",34,"",40,"",474,""
29803,20230930,S08000020,"",Inpatient/Day case,C9,"",191,"",68,"",52,"",280,""
29804,20130331,S08000020,"",Inpatient/Day case,C9,"",160,"",9,"",35,"",75.9,""
29805,20140331,S08000020,"",Inpatient/Day case,C9,"",216,"",41,"",60.5,"",138.5,""
29806,20150331,S08000020,"",Inpatient/Day case,C9,"",229,"",62,"",43,"",159.4,""
29807,20160331,S08000020,"",Inpatient/Day case,C9,"",244,"",89,"",54.5,"",178.1,""
29808,20170331,S08000020,"",Inpatient/Day case,C9,"",195,"",78,"",51,"",304.2,""
29809,20180331,S08000020,"",Inpatient/Day case,C9,"",228,"",90,"",41,"",422.6,""
29810,20190331,S08000020,"",Inpatient/Day case,C9,"",196,"",82,"",53.5,"",499.5,""
29811,20200331,S08000020,"",Inpatient/Day case,C9,"",225,"",100,"",59,"",418.8,""
29812,20210331,S08000020,"",Inpatient/Day case,C9,"",99,"",14,"",29,"",107,""
29813,20220331,S08000020,"",Inpatient/Day case,C9,"",107,"",26,"",31,"",268.4,""
29814,20230331,S08000020,"",Inpatient/Day case,C9,"",162,"",48,"",45.5,"",306.5,""
29815,20240331,S08000020,"",Inpatient/Day case,C9,"",182,"",50,"",46,"",251,""
29816,20121231,S08000020,"",Inpatient/Day case,C9,"",171,"",0,"",32,"",45,""
29817,20131231,S08000020,"",Inpatient/Day case,C9,"",195,"",21,"",46,"",96.4,""
29818,20141231,S08000020,"",Inpatient/Day case,C9,"",267,"",64,"",33,"",171,""
29819,20151231,S08000020,"",Inpatient/Day case,C9,"",283,"",80,"",43,"",199.8,""
29820,20161231,S08000020,"",Inpatient/Day case,C9,"",224,"",88,"",55.5,"",298.9,""
29821,20171231,S08000020,"",Inpatient/Day case,C9,"",243,"",90,"",48,"",308.8,""
29822,20181231,S08000020,"",Inpatient/Day case,C9,"",217,"",87,"",52,"",398.8,""
29823,20191231,S08000020,"",Inpatient/Day case,C9,"",229,"",86,"",38,"",351.6,""
29824,20201231,S08000020,"",Inpatient/Day case,C9,"",102,"",19,"",29,"",262.9,""
29825,20211231,S08000020,"",Inpatient/Day case,C9,"",102,"",21,"",34,"",290.9,""
29826,20221231,S08000020,"",Inpatient/Day case,C9,"",169,"",47,"",47,"",457.4,""
29827,20231231,S08000020,"",Inpatient/Day case,C9,"",228,"",77,"",56,"",315.600000000001,""
29828,20130630,S08000020,"",Inpatient/Day case,CA,"",172,"",1,"",27,"",57,""
29829,20140630,S08000020,"",Inpatient/Day case,CA,"",168,"",3,"",27,"",63.9,""
29830,20150630,S08000020,"",Inpatient/Day case,CA,"",163,"",3,"",29,"",66.6,""
29831,20160630,S08000020,"",Inpatient/Day case,CA,"",161,"",0,"",27,"",67,""
29832,20170630,S08000020,"",Inpatient/Day case,CA,"",202,"",1,"",29,"",61.9,""
29833,20180630,S08000020,"",Inpatient/Day case,CA,"",160,"",7,"",38,"",71.1,""
29834,20190630,S08000020,"",Inpatient/Day case,CA,"",189,"",35,"",47,"",102.4,""
29835,20200630,S08000020,"",Inpatient/Day case,CA,"",32,"",3,"",14.5,"",69.4,""
29836,20210630,S08000020,"",Inpatient/Day case,CA,"",84,"",23,"",43.5,"",411.5,""
29837,20220630,S08000020,"",Inpatient/Day case,CA,"",53,"",23,"",51,"",251.8,""
29838,20230630,S08000020,"",Inpatient/Day case,CA,"",153,"",105,"",225,"",689,""
29839,20130930,S08000020,"",Inpatient/Day case,CA,"",169,"",8,"",34,"",65.4,""
29840,20140930,S08000020,"",Inpatient/Day case,CA,"",130,"",9,"",36,"",77,""
29841,20150930,S08000020,"",Inpatient/Day case,CA,"",179,"",34,"",50,"",96,""
29842,20160930,S08000020,"",Inpatient/Day case,CA,"",147,"",9,"",35,"",80.4,""
29843,20170930,S08000020,"",Inpatient/Day case,CA,"",163,"",10,"",39,"",76.8,""
29844,20180930,S08000020,"",Inpatient/Day case,CA,"",147,"",25,"",51,"",102.4,""
29845,20190930,S08000020,"",Inpatient/Day case,CA,"",157,"",27,"",46,"",101,""
29846,20200930,S08000020,"",Inpatient/Day case,CA,"",69,"",19,"",32,"",190,""
29847,20210930,S08000020,"",Inpatient/Day case,CA,"",65,"",15,"",36,"",155.8,""
29848,20220930,S08000020,"",Inpatient/Day case,CA,"",68,"",32,"",77.5,"",385.9,""
29849,20230930,S08000020,"",Inpatient/Day case,CA,"",159,"",84,"",97,"",639.2,""
29850,20130331,S08000020,"",Inpatient/Day case,CA,"",125,"",0,"",30,"",57,""
29851,20140331,S08000020,"",Inpatient/Day case,CA,"",179,"",2,"",30,"",62,""
29852,20150331,S08000020,"",Inpatient/Day case,CA,"",201,"",9,"",30,"",69,""
29853,20160331,S08000020,"",Inpatient/Day case,CA,"",171,"",2,"",35,"",70,""
29854,20170331,S08000020,"",Inpatient/Day case,CA,"",169,"",16,"",41,"",83,""
29855,20180331,S08000020,"",Inpatient/Day case,CA,"",193,"",48,"",48,"",100.8,""
29856,20190331,S08000020,"",Inpatient/Day case,CA,"",163,"",39,"",52,"",106.4,""
29857,20200331,S08000020,"",Inpatient/Day case,CA,"",123,"",33,"",47,"",110.6,""
29858,20210331,S08000020,"",Inpatient/Day case,CA,"",84,"",13,"",29,"",91.7,""
29859,20220331,S08000020,"",Inpatient/Day case,CA,"",94,"",38,"",46.5,"",273.8,""
29860,20230331,S08000020,"",Inpatient/Day case,CA,"",163,"",116,"",190,"",936.000000000001,""
29861,20240331,S08000020,"",Inpatient/Day case,CA,"",168,"",59,"",57,"",274.4,""
29862,20121231,S08000020,"",Inpatient/Day case,CA,"",75,"",0,"",17,"",54,""
29863,20131231,S08000020,"",Inpatient/Day case,CA,"",111,"",1,"",32,"",62,""
29864,20141231,S08000020,"",Inpatient/Day case,CA,"",151,"",12,"",46,"",82,""
29865,20151231,S08000020,"",Inpatient/Day case,CA,"",198,"",25,"",41,"",88.3,""
29866,20161231,S08000020,"",Inpatient/Day case,CA,"",181,"",4,"",40,"",75,""
29867,20171231,S08000020,"",Inpatient/Day case,CA,"",147,"",16,"",42,"",87.8,""
29868,20181231,S08000020,"",Inpatient/Day case,CA,"",174,"",25,"",50,"",87.7,""
29869,20191231,S08000020,"",Inpatient/Day case,CA,"",146,"",21,"",53,"",92,""
29870,20201231,S08000020,"",Inpatient/Day case,CA,"",94,"",19,"",33.5,"",276.8,""
29871,20211231,S08000020,"",Inpatient/Day case,CA,"",92,"",45,"",75,"",271.5,""
